order_id,customer_id,product_id,session_id,order_date,quantity,unit_selling_price,total_amount,order_status
ORD_003426,CUST_00628,PROD_0008,NULL,2023-11-11,2,699,1398,Processing
ORD_003154,CUST_00663,PROD_0016,NULL,2023-11-28,4,1450,5800,Cancelled
ORD_002485,CUST_00746,PROD_0014,SESS_002798,2023-01-27,2,1249,2498,Refunded
ORD_002419,CUST_00114,PROD_0021,SESS_001096,2023-12-21,2,229.99,460,Refunded
ORD_001763,CUST_00399,PROD_0025,SESS_003556,2023-07-26,4,3299,13196,Cancelled
ORD_001629,CUST_999991,PROD_0042,SESS_000739,2023-12-10,4,749.99,3000,Processing
ORD_001081,CUST_00642,PROD_0011,SESS_000814,2023-05-23,5,1499,7495,Processing
ORD_002048,CUST_00123,PROD_0034,NULL,2023-02-11,1,899.99,900,Cancelled
ORD_000632,CUST_00890,PROD_0022,SESS_004595,2023-03-09,2,349.99,700,Completed
ORD_002003,CUST_00881,PROD_0033,SESS_004932,2023-09-19,1,799,799,Cancelled
ORD_000156,CUST_00810,PROD_0032,SESS_003826,2023-09-27,3,129,387,Cancelled
ORD_002089,CUST_00462,PROD_0032,SESS_000922,2023-01-07,2,129,258,Completed
ORD_000694,CUST_00023,PROD_0016,SESS_002607,2023-08-22,2,1450,2900,Cancelled
ORD_000486,CUST_00022,PROD_0043,SESS_000036,2023-11-01,2,2199,4398,Completed
ORD_003467,CUST_00239,PROD_0009,NULL,2023-02-26,5,3499,17495,Processing
ORD_001396,CUST_00063,PROD_0015,SESS_000815,2023-05-13,5,2699.99,13500,Refunded
ORD_000983,CUST_00684,PROD_0020,NULL,2023-10-07,1,349.95,350,Processing
ORD_001262,CUST_00215,PROD_0019,NULL,2023-01-26,1,249,249,Refunded
ORD_000080,CUST_00240,PROD_0017,NULL,2023-08-02,4,398,1592,Processing
ORD_002828,CUST_00632,PROD_0041,SESS_003261,2023-12-16,5,799,3995,Cancelled
ORD_002256,CUST_00570,PROD_0007,NULL,2023-09-26,1,2498,2498,Cancelled
ORD_001557,CUST_00876,PROD_0042,SESS_003622,2023-06-02,5,749.99,3750,Completed
ORD_003282,CUST_00363,PROD_0011,SESS_000048,2023-06-18,5,1499,7495,Refunded
ORD_002186,CUST_00890,PROD_0024,SESS_003386,2023-06-27,5,2499.99,12500,Completed
ORD_002390,CUST_00742,PROD_0021,SESS_004492,2023-09-01,5,229.99,1150,Cancelled
ORD_000262,CUST_00065,PROD_0005,SESS_003112,2023-08-04,4,999,3996,Cancelled
ORD_000095,CUST_00505,PROD_0032,SESS_004878,2023-06-17,3,129,387,Cancelled
ORD_001290,CUST_00557,PROD_0040,SESS_003299,2023-12-20,5,199.99,1000,Cancelled
ORD_001976,CUST_00696,PROD_0011,SESS_000305,2023-06-20,3,1499,4497,Completed
ORD_001402,CUST_999991,PROD_0010,SESS_001532,2023-11-21,3,1299,3897,Refunded
ORD_001579,CUST_00647,PROD_0043,SESS_003436,2023-01-06,3,2199,6597,Cancelled
ORD_001900,CUST_00391,PROD_0040,SESS_003109,2023-08-02,1,199.99,200,Cancelled
ORD_000446,CUST_00467,PROD_0029,SESS_003476,2023-07-10,3,3996.95,11991,Refunded
ORD_002534,CUST_00628,PROD_0017,NULL,2023-05-09,5,398,1990,Processing
ORD_003427,CUST_00445,PROD_0028,NULL,2023-11-19,1,2499,2499,Refunded
ORD_001677,CUST_00824,PROD_0001,SESS_001998,2023-12-31,1,1199,1199,Completed
ORD_001697,CUST_00954,PROD_0035,SESS_002988,2023-01-07,2,399.99,800,Cancelled
ORD_002841,CUST_00178,PROD_0038,SESS_001320,2023-02-21,5,499.99,2500,Cancelled
ORD_002562,CUST_00166,PROD_0034,SESS_003205,2023-06-13,2,899.99,1800,Cancelled
ORD_000147,CUST_00146,PROD_0007,SESS_004569,2023-12-04,3,2498,7494,Completed
ORD_002223,CUST_00063,PROD_0019,SESS_002962,2023-09-05,1,249,249,Cancelled
ORD_003396,CUST_00921,PROD_0004,SESS_004862,2023-09-27,4,1799.99,7200,Cancelled
ORD_001702,CUST_00038,PROD_0012,SESS_000620,2023-12-19,4,1399.5,5598,Completed
ORD_002435,CUST_00012,PROD_0027,SESS_004944,2023-07-02,5,2498,12490,Refunded
ORD_001469,CUST_00531,PROD_0039,SESS_000827,NULL,3,229,687,Processing
ORD_001982,CUST_00007,PROD_0019,SESS_001721,2023-07-09,5,249,1245,Completed
ORD_002702,CUST_00265,PROD_0021,SESS_004412,2023-02-20,3,229.99,690,Processing
ORD_001598,CUST_00835,PROD_0020,NULL,2023-03-27,5,349.95,1750,Processing
ORD_002919,CUST_00757,PROD_0027,SESS_000075,2023-09-30,1,2498,2498,Processing
ORD_001082,CUST_00842,PROD_0026,SESS_000082,2023-09-11,2,599,1198,Cancelled
ORD_000069,CUST_00247,PROD_0004,SESS_002886,2023-09-15,4,1799.99,7200,Cancelled
ORD_001777,CUST_00530,PROD_0026,SESS_000375,2023-08-13,4,599,2396,Processing
ORD_000049,CUST_00083,PROD_0033,SESS_000915,2023-07-12,1,799,799,Cancelled
ORD_001054,CUST_00094,PROD_0028,SESS_004016,2023-10-01,1,2499,2499,Cancelled
ORD_002809,CUST_00762,PROD_0015,SESS_004490,2023-04-15,3,2699.99,8100,Completed
ORD_000604,CUST_00752,PROD_0009,SESS_001920,2023-04-26,5,3499,17495,Completed
ORD_001217,CUST_00213,PROD_0031,SESS_000377,2023-08-16,3,399.99,1200,Completed
ORD_002140,CUST_00364,PROD_0013,NULL,2023-09-10,2,1599.99,3200,Cancelled
ORD_001429,CUST_00194,PROD_0007,SESS_004836,2023-05-28,2,2498,4996,Processing
ORD_000691,CUST_00344,PROD_0034,SESS_002403,2023-06-09,4,899.99,3600,Completed
ORD_003320,CUST_00722,PROD_0021,SESS_001077,2023-12-23,2,229.99,460,Refunded
ORD_001468,CUST_00676,PROD_0032,NULL,2023-12-22,2,129,258,Completed
ORD_001382,CUST_00140,PROD_0016,SESS_003403,2023-06-29,1,1450,1450,Completed
ORD_002207,CUST_00503,PROD_0017,SESS_000079,2023-06-08,3,398,1194,Completed
ORD_000394,CUST_00630,PROD_0030,SESS_001298,2023-08-09,2,759,1518,Refunded
ORD_000453,CUST_00679,PROD_0026,SESS_001842,2023-06-06,4,599,2396,Refunded
ORD_000231,CUST_00189,PROD_0040,SESS_002538,2023-11-11,4,199.99,800,Refunded
ORD_001321,CUST_00586,PROD_0038,SESS_001659,2023-02-20,5,499.99,2500,Refunded
ORD_000042,CUST_00877,PROD_0036,SESS_004950,2023-10-13,4,199.99,800,Processing
ORD_000992,CUST_00684,PROD_0028,SESS_001447,2023-07-07,1,2499,2499,Processing
ORD_002946,CUST_00141,PROD_0014,SESS_001238,2023-03-26,2,1249,2498,Completed
ORD_000055,CUST_00682,PROD_0017,NULL,2023-03-12,1,398,398,Completed
ORD_002641,CUST_00846,PROD_0013,SESS_002203,2023-09-22,1,1599.99,1600,Cancelled
ORD_001730,CUST_00923,PROD_0017,NULL,2023-06-01,1,398,398,Refunded
ORD_003417,CUST_00657,PROD_0024,SESS_000135,2023-03-10,2,2499.99,5000,Cancelled
ORD_001531,CUST_00161,PROD_0013,SESS_004518,2023-11-16,4,1599.99,6400,Completed
ORD_002985,CUST_00921,PROD_0001,SESS_002945,2023-12-07,2,1199,2398,Completed
ORD_003477,CUST_00116,PROD_0005,SESS_003212,2023-02-06,1,999,999,Completed
ORD_000428,CUST_00841,PROD_0032,SESS_003148,2023-07-26,5,129,645,Completed
ORD_002612,CUST_999995,PROD_0037,SESS_003574,2023-02-19,4,499.99,2000,Processing
ORD_001324,CUST_00955,PROD_0030,SESS_002787,2023-12-16,4,759,3036,Processing
ORD_000365,CUST_999999,PROD_0026,SESS_004837,2023-12-26,1,599,599,Cancelled
ORD_002146,CUST_00155,PROD_0028,SESS_000074,2023-12-27,2,2499,4998,Cancelled
ORD_002394,CUST_00178,PROD_0029,NULL,2023-01-02,5,3996.95,19985,Completed
ORD_001492,CUST_00134,PROD_0010,SESS_001479,2023-05-07,5,1299,6495,Cancelled
ORD_000868,CUST_00304,PROD_0041,SESS_002963,2023-07-20,2,799,1598,Completed
ORD_003270,CUST_00843,PROD_0012,SESS_002216,2023-02-28,1,1399.5,1400,Processing
ORD_000062,CUST_00948,PROD_0008,NULL,2023-04-15,3,699,2097,Refunded
ORD_000206,CUST_00447,PROD_0034,NULL,2023-02-19,5,899.99,4500,Completed
ORD_002722,CUST_00974,PROD_0029,SESS_004899,2023-05-24,2,3996.95,7994,Completed
ORD_002720,CUST_00942,PROD_0006,SESS_003314,2023-11-16,5,799.99,4000,Completed
ORD_000414,CUST_00785,PROD_0006,SESS_002456,2023-07-15,4,799.99,3200,Cancelled
ORD_000403,CUST_00827,PROD_0039,NULL,2023-06-27,4,229,916,Processing
ORD_000333,CUST_00779,PROD_0016,SESS_003439,2023-09-27,2,1450,2900,Completed
ORD_000037,CUST_00326,PROD_0031,SESS_004192,2023-09-19,3,399.99,1200,Completed
ORD_001010,CUST_00048,PROD_0006,SESS_004116,2023-02-01,4,799.99,3200,Cancelled
ORD_001169,CUST_00670,PROD_0023,SESS_002660,2023-12-18,1,1699.99,1700,Cancelled
ORD_002326,CUST_00554,PROD_0006,SESS_000033,2023-09-28,2,799.99,1600,Cancelled
ORD_000165,CUST_00288,PROD_0013,SESS_001617,2023-12-07,3,1599.99,4800,Cancelled
ORD_002728,CUST_00496,PROD_0021,SESS_004632,2023-09-23,2,229.99,460,Cancelled
ORD_002027,CUST_00197,PROD_0025,NULL,2023-09-19,5,3299,16495,Cancelled
ORD_000151,CUST_00470,PROD_0028,SESS_003650,2023-08-04,2,2499,4998,Completed
ORD_000207,CUST_00586,PROD_0019,NULL,2023-08-17,2,249,498,Processing
ORD_001108,CUST_00720,PROD_0042,SESS_001043,2023-10-17,5,749.99,3750,Processing
ORD_002117,CUST_00238,PROD_0041,SESS_004307,2023-09-15,5,799,3995,Processing
ORD_001722,CUST_00325,PROD_0024,SESS_003611,2023-10-09,2,2499.99,5000,Cancelled
ORD_001439,CUST_00031,PROD_0027,SESS_000037,2023-12-17,3,2498,7494,Processing
ORD_002499,CUST_00419,PROD_0029,NULL,2023-03-07,5,3996.95,19985,Cancelled
ORD_003400,CUST_00414,PROD_0037,SESS_001172,2023-12-05,3,499.99,1500,Completed
ORD_001493,CUST_00440,PROD_0007,NULL,2023-03-05,5,2498,12490,Cancelled
ORD_001335,CUST_00258,PROD_0031,SESS_003184,2023-08-28,3,399.99,1200,Completed
ORD_001863,CUST_00930,PROD_0015,NULL,2023-03-13,1,2699.99,2700,Cancelled
ORD_000817,CUST_00185,PROD_0036,SESS_003708,2023-05-21,5,199.99,1000,Completed
ORD_001660,CUST_00562,PROD_0037,SESS_003093,2023-06-01,4,499.99,2000,Completed
ORD_000503,CUST_00404,PROD_0025,SESS_000983,2023-05-23,4,3299,13196,Completed
ORD_000754,CUST_00009,PROD_0028,NULL,2023-02-07,5,2499,12495,Cancelled
ORD_002050,CUST_00132,PROD_0013,SESS_003958,2023-01-29,2,1599.99,3200,Refunded
ORD_002859,CUST_00625,PROD_0022,SESS_003419,2023-03-01,3,349.99,1050,Cancelled
ORD_002125,CUST_00584,PROD_0002,SESS_000311,2023-12-27,2,799,1598,Completed
ORD_003161,CUST_00533,PROD_0008,SESS_003298,2023-05-30,2,699,1398,Completed
ORD_001238,CUST_00704,PROD_0030,SESS_002580,2023-02-25,4,759,3036,Cancelled
ORD_000707,CUST_00994,PROD_0039,NULL,2023-02-10,3,229,687,Refunded
ORD_001004,CUST_00505,PROD_0005,SESS_000563,2023-09-14,4,999,3996,Completed
ORD_002123,CUST_00743,PROD_0005,SESS_003299,2023-01-18,5,999,4995,Completed
ORD_000960,CUST_00082,PROD_0004,NULL,2023-10-04,5,1799.99,9000,Refunded
ORD_002461,CUST_00488,PROD_0033,SESS_003039,2023-02-21,5,799,3995,Processing
ORD_001476,CUST_00989,PROD_0031,SESS_002529,2023-05-13,3,399.99,1200,Processing
ORD_001563,CUST_00537,PROD_0039,SESS_004012,2023-02-18,5,229,1145,Cancelled
ORD_000911,CUST_00538,PROD_0020,SESS_004145,2023-11-07,4,349.95,1400,Completed
ORD_001485,CUST_00642,PROD_0015,SESS_003499,2023-02-28,4,2699.99,10800,Completed
ORD_003279,CUST_00274,PROD_0016,SESS_002585,2023-10-09,4,1450,5800,Completed
ORD_000697,CUST_00904,PROD_0031,SESS_003182,2023-11-15,5,399.99,2000,Processing
ORD_001104,CUST_00282,PROD_0009,SESS_003701,2023-07-10,1,3499,3499,Cancelled
ORD_000474,CUST_00773,PROD_0007,SESS_002549,2023-07-01,3,2498,7494,Cancelled
ORD_000380,CUST_00655,PROD_0025,SESS_000840,2023-09-11,3,3299,9897,Completed
ORD_000689,CUST_00822,PROD_0040,NULL,2023-10-24,1,199.99,200,Refunded
ORD_002212,CUST_00567,PROD_0030,NULL,2023-08-30,5,759,3795,Completed
ORD_001886,CUST_00678,PROD_0019,SESS_004184,2023-01-03,2,249,498,Refunded
ORD_002110,CUST_00097,PROD_0028,SESS_003623,2023-04-12,4,2499,9996,Cancelled
ORD_000560,CUST_00025,PROD_0043,NULL,2023-04-05,3,2199,6597,Refunded
ORD_002698,CUST_00030,PROD_0027,SESS_002185,2023-02-27,2,2498,4996,Completed
ORD_002635,CUST_00655,PROD_0024,NULL,2023-02-10,5,2499.99,12500,Cancelled
ORD_003424,CUST_00010,PROD_0014,SESS_002767,2023-07-07,3,1249,3747,Completed
ORD_001263,CUST_00010,PROD_0013,SESS_002791,2023-10-03,5,1599.99,8000,Completed
ORD_000991,CUST_00332,PROD_0024,SESS_003907,2023-04-17,1,2499.99,2500,Completed
ORD_000247,CUST_00349,PROD_0024,SESS_003094,2023-12-10,3,2499.99,7500,Completed
ORD_002810,CUST_00761,PROD_0032,SESS_001182,2023-10-15,1,129,129,Processing
ORD_003135,CUST_00517,PROD_0003,SESS_003608,2023-12-07,1,1299.99,1300,Cancelled
ORD_002337,CUST_00700,PROD_0022,SESS_001609,2023-06-16,1,349.99,350,Processing
ORD_002030,CUST_00515,PROD_0042,SESS_003319,2023-04-30,4,749.99,3000,Completed
ORD_002717,CUST_00097,PROD_0026,NULL,2023-11-29,3,599,1797,Processing
ORD_002781,CUST_00416,PROD_0008,SESS_001236,NULL,1,699,699,Refunded
ORD_000969,CUST_00082,PROD_0028,NULL,2023-12-06,2,2499,4998,Completed
ORD_000059,CUST_00534,PROD_0035,SESS_000709,2023-01-27,4,399.99,1600,Completed
ORD_002962,CUST_00885,PROD_0015,SESS_003827,2023-10-20,1,2699.99,2700,Cancelled
ORD_001156,CUST_00008,PROD_0030,SESS_001081,2023-07-25,2,759,1518,Cancelled
ORD_003281,CUST_00858,PROD_0031,SESS_003290,2023-12-07,1,399.99,400,Cancelled
ORD_002445,CUST_00161,PROD_0024,SESS_002434,2023-09-01,4,2499.99,10000,Completed
ORD_002824,CUST_00597,PROD_0003,SESS_002811,2023-03-10,4,1299.99,5200,Completed
ORD_002807,CUST_00370,PROD_0015,SESS_001132,2023-12-28,4,2699.99,10800,Completed
ORD_000561,CUST_00607,PROD_0030,SESS_004346,2023-04-14,2,759,1518,Refunded
ORD_003024,CUST_00442,PROD_0025,SESS_000328,2023-03-25,1,3299,3299,Completed
ORD_002072,CUST_00591,PROD_0014,SESS_002026,2023-10-15,4,1249,4996,Cancelled
ORD_001194,CUST_00753,PROD_0035,SESS_002850,2023-08-07,2,399.99,800,Completed
ORD_001710,CUST_00900,PROD_0030,NULL,2023-08-01,1,759,759,Completed
ORD_000856,CUST_00805,PROD_0037,SESS_000027,2023-01-16,2,499.99,1000,Cancelled
ORD_000859,CUST_00306,PROD_0040,NULL,2023-05-26,4,199.99,800,Refunded
ORD_000251,CUST_00780,PROD_0035,SESS_004615,2023-08-28,3,399.99,1200,Cancelled
ORD_001923,CUST_00596,PROD_0038,SESS_001497,2023-01-14,3,499.99,1500,Completed
ORD_003275,CUST_00201,PROD_0032,SESS_000199,2023-08-12,5,129,645,Completed
ORD_003233,CUST_00982,PROD_0040,SESS_003694,2023-02-01,5,199.99,1000,Refunded
ORD_000864,CUST_00565,PROD_0017,SESS_001078,2023-11-11,2,398,796,Processing
ORD_001191,CUST_00346,PROD_0005,SESS_001582,2023-09-11,1,999,999,Processing
ORD_001537,CUST_00195,PROD_0038,NULL,2023-08-27,5,499.99,2500,Completed
ORD_000746,CUST_00081,PROD_0007,SESS_004247,2023-12-22,2,2498,4996,Processing
ORD_002142,CUST_00192,PROD_0028,SESS_003996,2023-03-15,3,2499,7497,Refunded
ORD_001652,CUST_00171,PROD_0035,SESS_004316,2023-02-03,3,399.99,1200,Cancelled
ORD_002864,CUST_00341,PROD_0008,NULL,2023-05-08,3,699,2097,Completed
ORD_002628,CUST_00291,PROD_0034,SESS_003563,2023-08-04,4,899.99,3600,Completed
ORD_002786,CUST_00748,PROD_0014,SESS_003427,2023-04-06,2,1249,2498,Completed
ORD_001052,CUST_00024,PROD_0028,SESS_003012,2023-03-16,5,2499,12495,Completed
ORD_002400,CUST_00041,PROD_0043,SESS_004944,2023-08-15,4,2199,8796,Cancelled
ORD_000434,CUST_00883,PROD_0032,SESS_001905,2023-05-29,2,129,258,Completed
ORD_002298,CUST_00916,PROD_0008,SESS_000867,2023-11-24,3,699,2097,Refunded
ORD_002878,CUST_00863,PROD_0006,SESS_004956,2023-10-17,5,799.99,4000,Completed
ORD_001449,CUST_00770,PROD_0033,SESS_001175,2023-05-28,2,799,1598,Processing
ORD_000772,CUST_00180,PROD_0031,SESS_000744,2023-01-15,3,399.99,1200,Completed
ORD_000105,CUST_00076,PROD_0020,SESS_003318,2023-06-22,4,349.95,1400,Completed
ORD_001657,CUST_00402,PROD_0017,SESS_000936,2023-08-13,4,398,1592,Completed
ORD_001534,CUST_00560,PROD_0016,NULL,2023-07-16,2,1450,2900,Processing
ORD_002498,CUST_00910,PROD_0003,SESS_001937,2023-09-26,3,1299.99,3900,Cancelled
ORD_000658,CUST_00478,PROD_0025,NULL,2023-02-06,3,3299,9897,Refunded
ORD_003169,CUST_00586,PROD_0022,SESS_000179,2023-11-07,5,349.99,1750,Completed
ORD_000573,CUST_00379,PROD_0021,SESS_000203,2023-07-03,3,229.99,690,Refunded
ORD_001940,CUST_00796,PROD_0027,SESS_004165,2023-07-23,5,2498,12490,Completed
ORD_002465,CUST_00179,PROD_0023,SESS_004720,2023-04-27,4,1699.99,6800,Completed
ORD_002302,CUST_00517,PROD_0024,SESS_000307,2023-12-11,5,2499.99,12500,Cancelled
ORD_003312,CUST_00276,PROD_0041,SESS_000921,2023-09-18,5,799,3995,Processing
ORD_002829,CUST_00025,PROD_0034,SESS_004446,2023-02-13,4,899.99,3600,Cancelled
ORD_002022,CUST_00191,PROD_0023,NULL,2023-11-14,3,1699.99,5100,Cancelled
ORD_000215,CUST_00523,PROD_0027,SESS_002755,2023-07-24,1,2498,2498,Refunded
ORD_001305,CUST_00373,PROD_0028,SESS_003330,2023-12-25,3,2499,7497,Cancelled
ORD_000804,CUST_00173,PROD_0040,SESS_002068,2023-09-17,3,199.99,600,Completed
ORD_002345,CUST_00867,PROD_0037,SESS_003279,2023-12-13,2,499.99,1000,Completed
ORD_000863,CUST_00338,PROD_0042,SESS_001492,2023-07-16,1,749.99,750,Cancelled
ORD_000004,CUST_00782,PROD_0001,SESS_001334,2023-01-15,3,1199,3597,Processing
ORD_002620,CUST_00526,PROD_0025,SESS_003832,2023-05-20,2,3299,6598,Completed
ORD_003350,CUST_00210,PROD_0018,SESS_000391,2023-09-17,2,429,858,Cancelled
ORD_002523,CUST_00899,PROD_0032,NULL,2023-05-11,5,129,645,Completed
ORD_000182,CUST_00245,PROD_0026,SESS_000025,2023-10-20,3,599,1797,Cancelled
ORD_001619,CUST_00907,PROD_0005,SESS_004058,2023-01-21,5,999,4995,Completed
ORD_002732,CUST_00638,PROD_0016,SESS_000635,2023-07-26,4,1450,5800,Refunded
ORD_001797,CUST_00865,PROD_0016,NULL,2023-02-28,4,1450,5800,Cancelled
ORD_000399,CUST_00489,PROD_0032,NULL,2023-06-18,4,129,516,Refunded
ORD_000678,CUST_00075,PROD_0010,SESS_000182,2023-05-28,1,1299,1299,Completed
ORD_003498,CUST_00597,PROD_0010,SESS_002033,2023-07-01,3,1299,3897,Completed
ORD_003052,CUST_00017,PROD_0030,SESS_002863,2023-01-31,2,759,1518,Processing
ORD_002470,CUST_00305,PROD_0013,SESS_000720,2023-04-01,5,1599.99,8000,Processing
ORD_002094,CUST_00122,PROD_0037,SESS_004751,2023-08-01,5,499.99,2500,Refunded
ORD_000307,CUST_00470,PROD_0039,SESS_002514,2023-02-13,4,229,916,Cancelled
ORD_000768,CUST_00670,PROD_0004,SESS_004078,2023-06-03,2,1799.99,3600,Completed
ORD_003018,CUST_00124,PROD_0040,SESS_003635,2023-11-30,2,199.99,400,Refunded
ORD_002957,CUST_00995,PROD_0022,SESS_001261,2023-09-24,4,349.99,1400,Processing
ORD_002958,CUST_00346,PROD_0018,SESS_001351,2023-09-26,4,429,1716,Processing
ORD_001592,CUST_00138,PROD_0018,NULL,2023-08-06,1,429,429,Cancelled
ORD_000071,CUST_00869,PROD_0028,SESS_003912,2023-06-17,4,2499,9996,Completed
ORD_000545,CUST_00242,PROD_0042,SESS_002421,2023-06-25,3,749.99,2250,Cancelled
ORD_003406,CUST_00262,PROD_0003,SESS_002483,2023-08-30,1,1299.99,1300,Completed
ORD_000836,CUST_00662,PROD_0030,SESS_000099,2023-09-12,5,759,3795,Cancelled
ORD_002166,CUST_00020,PROD_0026,SESS_002378,2023-06-05,5,599,2995,Cancelled
ORD_003171,CUST_999996,PROD_0026,SESS_003668,2023-08-15,1,599,599,Completed
ORD_003404,CUST_00457,PROD_0020,SESS_005000,2023-12-17,3,349.95,1050,Cancelled
ORD_000590,CUST_00571,PROD_0041,SESS_001259,2023-08-19,2,799,1598,Completed
ORD_000570,CUST_00436,PROD_0008,SESS_000784,2023-08-10,2,699,1398,Completed
ORD_000368,CUST_00726,PROD_0013,NULL,NULL,2,1599.99,3200,Cancelled
ORD_001389,CUST_00837,PROD_0028,SESS_003417,2023-04-05,5,2499,12495,Cancelled
ORD_003455,CUST_999991,PROD_0001,SESS_004352,2023-06-20,1,1199,1199,Processing
ORD_000615,CUST_00579,PROD_0035,SESS_001132,2023-12-22,4,399.99,1600,Completed
ORD_001869,CUST_00738,PROD_0041,NULL,2023-11-14,4,799,3196,Processing
ORD_001250,CUST_00873,PROD_0041,NULL,2023-05-22,1,799,799,Cancelled
ORD_000878,CUST_00723,PROD_0040,SESS_000852,2023-04-25,2,199.99,400,Cancelled
ORD_000482,CUST_00378,PROD_0039,SESS_004946,2023-08-19,3,229,687,Cancelled
ORD_000197,CUST_999993,PROD_0037,SESS_001857,2023-09-18,5,499.99,2500,Completed
ORD_000099,CUST_00664,PROD_0009,NULL,2023-01-15,3,3499,10497,Refunded
ORD_002580,CUST_00189,PROD_0014,SESS_001160,2023-05-24,2,1249,2498,Completed
ORD_002914,CUST_00848,PROD_0031,SESS_002674,2023-11-07,3,399.99,1200,Cancelled
ORD_001718,CUST_00760,PROD_0001,SESS_002870,2023-12-24,5,1199,5995,Cancelled
ORD_002098,CUST_00614,PROD_0025,SESS_000133,2023-10-14,3,3299,9897,Completed
ORD_003497,CUST_00349,PROD_0008,SESS_003388,2023-01-31,1,699,699,Processing
ORD_002191,CUST_00283,PROD_0018,SESS_001159,2023-10-03,1,429,429,Cancelled
ORD_002617,CUST_00580,PROD_0013,SESS_000449,2023-08-28,1,1599.99,1600,Refunded
ORD_000353,CUST_00399,PROD_0010,SESS_000545,2023-08-22,2,1299,2598,Cancelled
ORD_001008,CUST_00340,PROD_0004,SESS_000827,2023-06-17,5,1799.99,9000,Refunded
ORD_000256,CUST_00662,PROD_0042,SESS_004607,2023-10-17,4,749.99,3000,Refunded
ORD_000357,CUST_00896,PROD_0015,SESS_003158,2023-08-15,3,2699.99,8100,Completed
ORD_001626,CUST_00908,PROD_0041,SESS_001356,2023-10-20,4,799,3196,Completed
ORD_001932,CUST_00268,PROD_0043,SESS_001543,2023-03-11,1,2199,2199,Cancelled
ORD_000300,CUST_00343,PROD_0002,NULL,2023-09-12,3,799,2397,Cancelled
ORD_001433,CUST_00388,PROD_0043,SESS_000329,2023-01-06,3,2199,6597,Cancelled
ORD_002131,CUST_00960,PROD_0020,SESS_002384,2023-10-13,1,349.95,350,Refunded
ORD_000821,CUST_00406,PROD_0011,SESS_001178,2023-02-20,3,1499,4497,Completed
ORD_000671,CUST_00210,PROD_0011,SESS_001854,2023-05-20,1,1499,1499,Cancelled
ORD_003360,CUST_00253,PROD_0015,NULL,2023-12-10,4,2699.99,10800,Completed
ORD_003190,CUST_00527,PROD_0035,SESS_003999,2023-05-14,3,399.99,1200,Processing
ORD_002614,CUST_00113,PROD_0020,SESS_004955,2023-07-23,5,349.95,1750,Cancelled
ORD_002408,CUST_00022,PROD_0011,SESS_001139,2023-08-08,1,1499,1499,Cancelled
ORD_002449,CUST_00008,PROD_0002,SESS_001724,2023-02-15,2,799,1598,Completed
ORD_002676,CUST_00044,PROD_0017,SESS_002991,2023-11-26,3,398,1194,Completed
ORD_002622,CUST_00609,PROD_0031,SESS_004507,2023-01-31,3,399.99,1200,Processing
ORD_000635,CUST_00105,PROD_0027,SESS_001070,2023-09-17,4,2498,9992,Completed
ORD_002805,CUST_00980,PROD_0003,SESS_002513,2023-07-29,3,1299.99,3900,Cancelled
ORD_003359,CUST_00907,PROD_0040,SESS_001130,2023-03-23,3,199.99,600,Refunded
ORD_002657,CUST_00747,PROD_0035,SESS_003059,2023-08-21,3,399.99,1200,Completed
ORD_000219,CUST_00156,PROD_0006,NULL,2023-04-08,5,799.99,4000,Refunded
ORD_001009,CUST_00296,PROD_0018,NULL,2023-06-14,2,429,858,Completed
ORD_000237,CUST_00644,PROD_0004,SESS_003337,2023-06-24,1,1799.99,1800,Completed
ORD_003367,CUST_00427,PROD_0041,SESS_000580,2023-11-02,2,799,1598,Completed
ORD_002275,CUST_00442,PROD_0024,SESS_001370,2023-12-31,4,2499.99,10000,Cancelled
ORD_001981,CUST_00832,PROD_0010,SESS_002109,2023-04-15,1,1299,1299,Processing
ORD_001245,CUST_00131,PROD_0032,SESS_001295,2023-03-03,2,129,258,Completed
ORD_001687,CUST_00356,PROD_0042,SESS_004422,2023-02-26,5,749.99,3750,Processing
ORD_003045,CUST_00129,PROD_0008,SESS_000652,2023-06-01,3,699,2097,Cancelled
ORD_000957,CUST_00393,PROD_0004,SESS_003892,2023-04-03,2,1799.99,3600,Completed
ORD_000026,CUST_00576,PROD_0035,SESS_003898,2023-02-27,3,399.99,1200,Cancelled
ORD_001644,CUST_999991,PROD_0039,NULL,2023-10-09,5,229,1145,Processing
ORD_000011,CUST_999996,PROD_0002,SESS_000836,2023-11-13,3,799,2397,Cancelled
ORD_000900,CUST_00109,PROD_0031,SESS_004536,2023-08-25,3,399.99,1200,Completed
ORD_000577,CUST_00953,PROD_0011,SESS_004886,2023-02-21,5,1499,7495,Completed
ORD_003287,CUST_00160,PROD_0039,SESS_002791,2023-04-22,1,229,229,Cancelled
ORD_003444,CUST_00392,PROD_0003,SESS_000528,2023-05-01,1,1299.99,1300,Refunded
ORD_002327,CUST_999992,PROD_0037,SESS_003404,2023-05-01,1,499.99,500,Completed
ORD_001776,CUST_00683,PROD_0011,SESS_003948,2023-09-25,5,1499,7495,Refunded
ORD_001167,CUST_00815,PROD_0026,SESS_000234,2023-07-04,1,599,599,Cancelled
ORD_003032,CUST_999999,PROD_0007,SESS_002350,2023-03-17,4,2498,9992,Completed
ORD_000416,CUST_00779,PROD_0001,SESS_003665,2023-09-19,1,1199,1199,Processing
