session_id,customer_id,campaign_id,visit_date,device_type,duration_sec,bounced
SESS_002559,CUST_00765,CAMP_09,2023-02-11,Mobile,0,FALSE
SESS_002560,CUST_00525,NULL,2023-04-09,Desktop,625,TRUE
SESS_002561,CUST_00783,CAMP_09,2023-07-27,Mobile,266,TRUE
SESS_002562,NULL,CAMP_09,2023-03-05,Mobile,959,FALSE
SESS_002563,CUST_00962,NULL,2023-06-12,Tablet,863,TRUE
SESS_002564,CUST_00544,CAMP_03,2023-01-11,Mobile,441,FALSE
SESS_002565,CUST_00125,NULL,2023-02-02,Tablet,462,FALSE
SESS_002566,NULL,NULL,2023-11-18,Mobile,493,FALSE
SESS_002567,CUST_00068,NULL,2023-08-25,Mobile,875,FALSE
SESS_002568,NULL,CAMP_02,2024-01-01,Desktop,472,FALSE
SESS_002569,CUST_00547,NULL,2023-11-22,Mobile,935,TRUE
SESS_002570,NULL,CAMP_10,2023-11-16,Desktop,662,FALSE
SESS_002571,CUST_00929,CAMP_05,2023-05-13,Tablet,1070,FALSE
SESS_002572,CUST_00786,CAMP_09,2023-08-11,Desktop,236,TRUE
SESS_002573,CUST_00995,NULL,2023-01-24,Mobile,532,TRUE
SESS_002574,CUST_00512,NULL,2023-06-20,Tablet,717,FALSE
SESS_002575,NULL,CAMP_07,2023-12-24,Mobile,991,TRUE
SESS_002576,NULL,NULL,2023-02-20,Tablet,790,FALSE
SESS_002577,NULL,NULL,2023-05-01,Mobile,349,FALSE
SESS_002578,CUST_00405,CAMP_04,2023-03-16,Mobile,668,TRUE
SESS_002579,NULL,NULL,2023-12-03,Desktop,1167,FALSE
SESS_002580,CUST_00994,CAMP_10,2023-04-11,Desktop,740,TRUE
SESS_002581,CUST_00070,CAMP_03,2023-05-11,Tablet,929,TRUE
SESS_002582,CUST_00222,CAMP_08,2023-01-07,Mobile,1085,FALSE
SESS_002583,CUST_00475,CAMP_02,2023-02-22,Mobile,752,FALSE
SESS_002584,NULL,NULL,2023-01-08,Desktop,92,TRUE
SESS_002585,CUST_00521,CAMP_10,2023-03-27,Tablet,522,TRUE
SESS_002586,CUST_00985,CAMP_03,2023-02-26,Desktop,971,FALSE
SESS_002587,NULL,CAMP_04,2023-08-07,Tablet,600,TRUE
SESS_002588,CUST_00007,NULL,2023-08-18,Desktop,1132,TRUE
SESS_002589,CUST_00072,NULL,2023-03-24,Mobile,885,FALSE
SESS_002590,CUST_00161,CAMP_06,2023-06-30,Tablet,0,TRUE
SESS_002591,CUST_00034,CAMP_10,2023-06-05,Tablet,1106,FALSE
SESS_002592,CUST_00178,NULL,2023-01-25,Desktop,434,FALSE
SESS_002593,NULL,NULL,2023-03-20,Tablet,1088,FALSE
SESS_002594,CUST_00700,NULL,2023-11-24,Tablet,409,FALSE
SESS_002595,CUST_00446,CAMP_03,2023-10-14,Desktop,234,FALSE
SESS_002596,NULL,CAMP_07,2023-11-10,Mobile,1148,TRUE
SESS_002597,NULL,CAMP_05,2023-07-11,Tablet,0,TRUE
SESS_002598,CUST_00271,CAMP_01,2023-01-16,Tablet,1124,TRUE
SESS_002599,CUST_00103,NULL,2023-12-02,Desktop,1008,FALSE
SESS_002600,CUST_00175,CAMP_10,2023-03-08,Tablet,0,TRUE
SESS_002601,CUST_00988,CAMP_10,2023-10-21,Tablet,856,FALSE
SESS_002602,NULL,CAMP_06,2023-07-10,Mobile,505,TRUE
SESS_002603,CUST_00333,CAMP_09,2023-04-09,Mobile,916,TRUE
SESS_002604,CUST_00978,CAMP_05,2023-09-12,Mobile,362,FALSE
SESS_002605,NULL,NULL,2023-02-24,Desktop,242,TRUE
SESS_002606,CUST_00703,NULL,2023-04-03,Mobile,917,FALSE
SESS_002607,CUST_00227,NULL,2023-08-16,Tablet,1093,TRUE
SESS_002608,NULL,CAMP_09,2023-09-17,Desktop,969,TRUE
SESS_002609,CUST_00870,CAMP_03,2023-04-02,Desktop,455,FALSE
SESS_002610,CUST_00677,CAMP_10,2023-04-03,Desktop,672,FALSE
SESS_002611,CUST_00456,NULL,2023-11-07,Desktop,224,TRUE
SESS_002612,CUST_00229,NULL,2023-06-06,Tablet,962,TRUE
SESS_002613,CUST_00889,CAMP_02,2023-07-19,Desktop,1130,TRUE
SESS_002614,CUST_00585,NULL,2023-01-20,Desktop,718,FALSE
SESS_002615,NULL,NULL,2023-07-14,Tablet,1073,TRUE
SESS_002616,CUST_00201,NULL,2023-08-10,Tablet,149,TRUE
SESS_002617,CUST_00601,CAMP_04,2023-01-04,Tablet,1020,FALSE
SESS_002618,NULL,NULL,2023-10-20,Desktop,986,TRUE
SESS_002619,NULL,NULL,2023-06-18,Tablet,811,FALSE
SESS_002620,NULL,CAMP_09,2023-09-23,Tablet,727,TRUE
SESS_002621,CUST_00987,CAMP_10,2023-09-20,Mobile,1054,TRUE
SESS_002622,CUST_00993,CAMP_07,2023-12-23,Mobile,109,TRUE
SESS_002623,CUST_00482,NULL,2023-10-28,Tablet,1197,FALSE
SESS_002624,CUST_00305,CAMP_06,2023-08-25,Tablet,522,TRUE
SESS_002625,CUST_00045,NULL,2023-10-25,Mobile,877,TRUE
SESS_002626,NULL,NULL,2023-08-20,Tablet,1168,FALSE
SESS_002627,NULL,NULL,2023-11-30,Desktop,433,FALSE
SESS_002628,CUST_00883,CAMP_01,2023-08-25,Desktop,1177,TRUE
SESS_002629,CUST_00775,NULL,2023-12-11,Mobile,680,TRUE
SESS_002630,NULL,NULL,2023-06-08,Mobile,632,FALSE
SESS_002631,NULL,CAMP_02,2023-12-18,Mobile,958,FALSE
SESS_002632,CUST_00198,NULL,2023-01-14,Tablet,10,FALSE
SESS_002633,CUST_00153,NULL,2023-12-31,Desktop,663,FALSE
SESS_002634,CUST_00602,CAMP_03,2023-10-11,Tablet,93,FALSE
SESS_002635,CUST_00700,CAMP_06,2023-04-11,Mobile,944,FALSE
SESS_002636,CUST_00122,NULL,2023-08-19,Mobile,542,FALSE
SESS_002637,CUST_00252,NULL,2023-09-07,Desktop,603,TRUE
SESS_002638,CUST_00728,NULL,2023-07-08,Tablet,0,FALSE
SESS_002639,NULL,NULL,2023-08-29,Tablet,155,TRUE
SESS_002640,CUST_00812,NULL,2023-05-21,Mobile,807,TRUE
SESS_002641,CUST_00950,CAMP_02,2023-11-22,Mobile,983,TRUE
SESS_002642,CUST_00333,NULL,2023-07-27,Desktop,320,TRUE
SESS_002643,CUST_00672,CAMP_01,2023-07-06,Mobile,611,TRUE
SESS_002644,NULL,NULL,2023-05-12,Tablet,762,TRUE
SESS_002645,CUST_00130,CAMP_04,2023-12-28,Tablet,100,FALSE
SESS_002646,CUST_00552,CAMP_05,2023-04-21,Mobile,285,FALSE
SESS_002647,CUST_00616,NULL,2023-12-14,Mobile,77,FALSE
SESS_002648,CUST_00410,CAMP_03,2023-08-06,Desktop,40,FALSE
SESS_002649,NULL,NULL,2023-06-22,Tablet,52,TRUE
SESS_002650,NULL,CAMP_08,2023-01-13,Tablet,142,FALSE
SESS_002651,NULL,NULL,2023-04-17,Tablet,638,TRUE
SESS_002652,CUST_00168,CAMP_07,2023-04-04,Tablet,156,FALSE
SESS_002653,CUST_00838,NULL,2023-11-22,Desktop,327,FALSE
SESS_002654,CUST_00116,NULL,2023-06-22,Mobile,55,FALSE
SESS_002655,NULL,NULL,2023-10-14,Mobile,302,FALSE
SESS_002656,CUST_00187,NULL,2023-01-28,Tablet,590,FALSE
SESS_002657,CUST_00911,NULL,2023-03-27,Desktop,302,FALSE
SESS_002658,CUST_00531,CAMP_01,2023-02-10,Mobile,868,TRUE
SESS_002659,NULL,CAMP_06,2023-09-15,Desktop,668,FALSE
SESS_002660,CUST_00865,CAMP_01,2023-11-28,Mobile,548,TRUE
SESS_002661,CUST_00351,NULL,2023-08-25,Mobile,932,FALSE
SESS_002662,CUST_00928,CAMP_01,2023-08-15,Desktop,563,FALSE
SESS_002663,CUST_00055,CAMP_02,2023-03-14,Desktop,1057,FALSE
SESS_002664,CUST_00159,NULL,2023-02-01,Desktop,284,FALSE
SESS_002665,CUST_00073,CAMP_07,2023-05-12,Desktop,901,FALSE
SESS_002666,NULL,CAMP_07,2023-01-18,Tablet,797,TRUE
SESS_002667,NULL,NULL,2023-12-20,Tablet,827,TRUE
SESS_002668,CUST_00652,NULL,2023-08-27,Desktop,1077,FALSE
SESS_002669,CUST_00269,NULL,2023-12-17,Tablet,492,TRUE
SESS_002670,NULL,NULL,2023-01-10,Desktop,1186,TRUE
SESS_002671,CUST_00570,NULL,2023-08-14,Desktop,247,FALSE
SESS_002672,CUST_00498,CAMP_02,2023-07-07,Mobile,85,FALSE
SESS_002673,CUST_00483,CAMP_01,2023-05-26,Mobile,465,TRUE
SESS_002674,CUST_00612,NULL,2023-12-25,Mobile,606,TRUE
SESS_002675,CUST_00094,NULL,2023-10-20,Desktop,109,TRUE
SESS_002676,CUST_00755,NULL,2023-04-01,Desktop,767,TRUE
SESS_002677,CUST_00168,CAMP_04,2023-12-27,Tablet,0,FALSE
SESS_002678,NULL,CAMP_08,2023-07-06,Desktop,974,FALSE
SESS_002679,CUST_00881,CAMP_04,2023-11-03,Mobile,663,FALSE
SESS_002680,CUST_00261,CAMP_03,2023-06-27,Mobile,790,FALSE
SESS_002681,NULL,CAMP_01,2023-05-25,Desktop,833,FALSE
SESS_002682,NULL,NULL,2023-12-15,Tablet,195,FALSE
SESS_002683,CUST_00800,CAMP_04,2023-08-16,Mobile,814,FALSE
SESS_002684,CUST_00389,CAMP_07,2023-01-03,Desktop,660,FALSE
SESS_002685,CUST_00674,NULL,2023-07-05,Desktop,615,TRUE
SESS_002686,NULL,NULL,2023-11-10,Desktop,1060,TRUE
SESS_002687,CUST_00176,NULL,2023-01-24,Tablet,733,TRUE
SESS_002688,CUST_00592,CAMP_04,2023-04-04,Tablet,770,FALSE
SESS_002689,CUST_00112,NULL,2023-03-01,Desktop,121,FALSE
SESS_002690,CUST_00986,CAMP_07,2023-12-13,Mobile,1052,FALSE
SESS_002691,CUST_00228,CAMP_02,2023-05-05,Tablet,1186,FALSE
SESS_002692,NULL,CAMP_04,2023-11-30,Tablet,437,TRUE
SESS_002693,CUST_00152,CAMP_07,2023-05-16,Mobile,713,FALSE
SESS_002694,CUST_00009,NULL,2023-06-19,Tablet,1124,TRUE
SESS_002695,CUST_00950,NULL,2023-10-08,Desktop,293,TRUE
SESS_002696,CUST_00700,NULL,2023-10-04,Tablet,0,FALSE
SESS_002697,CUST_00958,NULL,2023-02-23,Mobile,1126,FALSE
SESS_002698,NULL,NULL,2023-08-23,Mobile,0,TRUE
SESS_002699,CUST_00148,CAMP_03,2023-08-05,Mobile,881,FALSE
SESS_002700,CUST_00604,CAMP_09,2023-08-25,Mobile,682,TRUE
SESS_002701,CUST_00777,NULL,2023-02-05,Mobile,953,TRUE
SESS_002702,CUST_00140,CAMP_10,2023-12-21,Mobile,856,FALSE
SESS_002703,CUST_00617,NULL,2023-12-23,Mobile,686,FALSE
SESS_002704,CUST_00258,NULL,2023-05-08,Desktop,60,TRUE
SESS_002705,NULL,NULL,2023-11-06,Mobile,869,FALSE
SESS_002706,NULL,CAMP_06,2023-07-29,Desktop,828,FALSE
SESS_002707,CUST_00064,CAMP_08,2023-01-15,Tablet,862,TRUE
SESS_002708,CUST_00992,NULL,2023-07-13,Desktop,273,TRUE
SESS_002709,NULL,NULL,2023-08-14,Tablet,365,FALSE
SESS_002710,CUST_00504,NULL,2023-07-31,Tablet,336,TRUE
SESS_002711,CUST_00883,NULL,2023-02-23,Mobile,161,FALSE
SESS_002712,CUST_00191,CAMP_08,2023-10-04,Desktop,814,TRUE
SESS_002713,CUST_00883,CAMP_09,2023-07-25,Mobile,479,TRUE
SESS_002714,NULL,CAMP_03,2023-11-18,Desktop,1074,FALSE
SESS_002715,CUST_00536,CAMP_07,2023-08-10,Desktop,89,TRUE
SESS_002716,NULL,CAMP_10,2023-09-27,Tablet,364,FALSE
SESS_002717,CUST_00294,NULL,2023-01-19,Tablet,320,FALSE
SESS_002718,CUST_00172,CAMP_09,2023-10-12,Mobile,191,FALSE
SESS_002719,NULL,NULL,2023-01-09,Mobile,890,TRUE
SESS_002720,NULL,NULL,2023-09-04,Desktop,802,FALSE
SESS_002721,CUST_00347,NULL,2023-03-15,Desktop,952,FALSE
SESS_002722,NULL,NULL,2023-09-05,Mobile,1154,TRUE
SESS_002723,CUST_00008,NULL,2023-12-07,Desktop,471,FALSE
SESS_002724,CUST_00891,CAMP_06,2023-09-03,Mobile,705,FALSE
SESS_002725,NULL,CAMP_08,2023-09-13,Tablet,79,TRUE
SESS_002726,CUST_00723,CAMP_04,2023-02-01,Mobile,951,FALSE
SESS_002727,NULL,NULL,2023-08-18,Desktop,644,TRUE
SESS_002728,CUST_00995,NULL,2023-06-25,Tablet,599,FALSE
SESS_002729,CUST_00701,NULL,2023-10-24,Mobile,943,TRUE
SESS_002730,CUST_00995,CAMP_02,2023-07-04,Desktop,867,FALSE
SESS_002731,CUST_00472,NULL,2023-07-20,Tablet,783,TRUE
SESS_002732,CUST_00950,CAMP_07,2023-09-13,Tablet,472,TRUE
SESS_002733,CUST_00988,CAMP_05,2023-10-06,Desktop,681,FALSE
SESS_002734,CUST_00011,CAMP_07,2023-03-24,Mobile,541,TRUE
SESS_002735,CUST_00286,CAMP_07,2023-05-21,Desktop,1004,TRUE
SESS_002736,CUST_00061,NULL,2023-01-25,Mobile,0,TRUE
SESS_002737,NULL,CAMP_08,2023-02-16,Mobile,299,FALSE
SESS_002738,CUST_00055,NULL,2023-10-08,Desktop,0,TRUE
SESS_002739,CUST_00224,NULL,2023-05-24,Mobile,0,FALSE
SESS_002740,CUST_00503,NULL,2023-08-24,Desktop,657,FALSE
SESS_002741,CUST_00377,NULL,2023-10-25,Tablet,610,TRUE
SESS_002742,CUST_00584,NULL,2023-07-08,Desktop,706,FALSE
SESS_002743,CUST_00138,CAMP_02,2023-08-15,Desktop,620,TRUE
SESS_002744,CUST_00573,NULL,2023-06-26,Mobile,645,TRUE
SESS_002745,NULL,CAMP_08,2023-12-09,Desktop,1030,FALSE
SESS_002746,CUST_00099,CAMP_10,2023-11-19,Tablet,383,TRUE
SESS_002747,CUST_00728,NULL,2023-03-18,Desktop,423,FALSE
SESS_002748,CUST_00395,CAMP_05,2023-08-26,Mobile,57,FALSE
SESS_002749,CUST_00059,NULL,2023-07-05,Tablet,500,FALSE
SESS_002750,CUST_00292,CAMP_05,2023-01-05,Tablet,359,FALSE
SESS_002751,NULL,CAMP_01,2023-10-22,Tablet,189,TRUE
SESS_002752,CUST_00371,CAMP_03,2023-07-01,Mobile,1175,FALSE
SESS_002753,NULL,CAMP_08,2023-11-08,Tablet,186,FALSE
SESS_002754,CUST_00333,NULL,2023-01-05,Desktop,1138,TRUE
SESS_002755,NULL,NULL,2023-04-30,Tablet,1033,FALSE
SESS_002756,NULL,CAMP_10,2023-08-10,Tablet,365,FALSE
SESS_002757,NULL,NULL,2023-05-29,Mobile,242,FALSE
SESS_002758,CUST_00905,CAMP_04,2023-09-15,Desktop,463,TRUE
SESS_002759,CUST_00167,CAMP_10,2023-01-26,Desktop,1121,TRUE
SESS_002760,CUST_00423,NULL,2023-07-04,Mobile,390,FALSE
SESS_002761,CUST_00605,NULL,2023-03-20,Desktop,449,TRUE
SESS_002762,CUST_00713,NULL,2023-08-15,Mobile,483,FALSE
SESS_002763,CUST_00056,CAMP_02,2023-09-05,Desktop,28,TRUE
SESS_002764,CUST_00095,CAMP_09,2023-09-03,Tablet,78,TRUE
SESS_002765,NULL,NULL,2023-03-23,Desktop,514,TRUE
SESS_002766,CUST_00029,CAMP_02,2023-05-12,Desktop,977,FALSE
SESS_002767,CUST_00356,CAMP_03,2023-07-03,Tablet,945,FALSE
SESS_002768,CUST_00214,NULL,2023-01-14,Mobile,1023,TRUE
SESS_002769,NULL,CAMP_01,2023-06-11,Tablet,905,FALSE
SESS_002770,CUST_00588,CAMP_04,2023-01-31,Mobile,0,TRUE
SESS_002771,CUST_00288,NULL,2023-11-02,Mobile,818,FALSE
SESS_002772,NULL,CAMP_04,2023-12-20,Mobile,126,FALSE
SESS_002773,CUST_00839,NULL,2023-01-14,Desktop,1019,FALSE
SESS_002774,NULL,NULL,2023-05-08,Mobile,447,FALSE
SESS_002775,CUST_00548,CAMP_05,2023-05-27,Tablet,1114,TRUE
SESS_002776,CUST_00176,NULL,2023-06-21,Desktop,15,FALSE
SESS_002777,CUST_00911,NULL,2023-10-05,Tablet,294,TRUE
SESS_002778,CUST_00365,NULL,2023-02-27,Mobile,239,TRUE
SESS_002779,CUST_00942,NULL,2023-03-26,Mobile,882,FALSE
SESS_002780,CUST_00501,NULL,2023-10-16,Tablet,399,TRUE
SESS_002781,NULL,CAMP_07,2023-05-11,Mobile,750,TRUE
SESS_002782,CUST_00756,NULL,2023-12-31,Tablet,206,TRUE
SESS_002783,NULL,NULL,2023-02-24,Mobile,686,FALSE
SESS_002784,CUST_00039,NULL,2023-07-03,Desktop,587,TRUE
SESS_002785,NULL,CAMP_05,2023-02-10,Tablet,904,TRUE
SESS_002786,CUST_00720,NULL,2023-02-05,Desktop,853,TRUE
SESS_002787,CUST_00032,CAMP_07,2023-02-08,Desktop,1062,FALSE
SESS_002788,NULL,NULL,2023-06-23,Tablet,557,TRUE
SESS_002789,NULL,NULL,2023-05-07,Mobile,1042,FALSE
SESS_002790,CUST_00092,CAMP_01,2023-04-12,Tablet,563,TRUE
SESS_002791,CUST_00363,CAMP_07,2023-01-15,Desktop,477,TRUE
SESS_002792,CUST_00424,CAMP_03,2023-03-19,Mobile,311,FALSE
SESS_002793,CUST_00483,CAMP_03,2023-12-20,Desktop,916,FALSE
SESS_002794,CUST_00238,CAMP_01,2023-10-25,Tablet,928,FALSE
SESS_002795,NULL,CAMP_10,2023-10-21,Desktop,837,TRUE
SESS_002796,CUST_00072,NULL,2023-12-21,Tablet,44,FALSE
SESS_002797,NULL,NULL,2023-08-31,Mobile,406,FALSE
SESS_002798,NULL,NULL,2023-10-20,Tablet,1185,TRUE
SESS_002799,CUST_00609,CAMP_05,2023-05-26,Desktop,797,FALSE
SESS_002800,CUST_00760,CAMP_08,2023-12-23,Tablet,729,TRUE
SESS_002801,NULL,NULL,2023-01-07,Desktop,854,FALSE
SESS_002802,CUST_00664,CAMP_04,2023-05-19,Tablet,949,FALSE
SESS_002803,CUST_00600,NULL,2023-06-10,Tablet,245,TRUE
SESS_002804,NULL,NULL,2023-05-23,Tablet,1058,FALSE
SESS_002805,CUST_00873,NULL,2023-02-16,Mobile,31,TRUE
SESS_002806,NULL,CAMP_05,2023-11-22,Tablet,696,FALSE
SESS_002807,CUST_00042,CAMP_10,2023-06-04,Desktop,582,TRUE
SESS_002808,NULL,CAMP_04,2023-06-10,Tablet,723,TRUE
SESS_002809,NULL,NULL,2023-03-28,Tablet,1100,FALSE
SESS_002810,CUST_00588,CAMP_02,2023-12-04,Mobile,103,TRUE
SESS_002811,CUST_00653,NULL,2023-12-31,Mobile,201,TRUE
SESS_002812,NULL,CAMP_02,2023-09-26,Mobile,81,TRUE
SESS_002813,NULL,CAMP_01,2023-09-07,Tablet,1186,TRUE
SESS_002814,NULL,CAMP_05,2023-05-11,Mobile,172,TRUE
SESS_002815,NULL,CAMP_08,2023-07-05,Tablet,358,FALSE
SESS_002816,NULL,CAMP_09,2023-10-07,Tablet,694,FALSE
SESS_002817,CUST_00686,NULL,2023-05-30,Desktop,1019,TRUE
SESS_002818,CUST_00124,CAMP_06,2023-05-05,Mobile,689,FALSE
SESS_002819,CUST_00569,CAMP_09,2023-03-25,Mobile,836,TRUE
SESS_002820,CUST_00682,NULL,2023-01-10,Mobile,1113,FALSE
SESS_002821,CUST_00221,CAMP_06,2023-08-24,Desktop,844,FALSE
SESS_002822,CUST_00999,NULL,2023-01-01,Desktop,391,TRUE
SESS_002823,CUST_00768,CAMP_01,2023-08-17,Desktop,508,TRUE
SESS_002824,CUST_00770,CAMP_07,2023-10-24,Mobile,341,FALSE
SESS_002825,NULL,CAMP_09,2023-05-01,Tablet,1038,FALSE
SESS_002826,CUST_00504,CAMP_09,2023-08-14,Mobile,365,FALSE
SESS_002827,CUST_00690,CAMP_06,2023-07-22,Tablet,909,TRUE
SESS_002828,CUST_00092,CAMP_09,2023-03-24,Desktop,215,FALSE
SESS_002829,CUST_00359,NULL,2023-01-21,Mobile,634,FALSE
SESS_002830,NULL,NULL,2023-04-02,Mobile,467,FALSE
SESS_002831,CUST_00975,CAMP_06,2023-03-29,Tablet,0,FALSE
SESS_002832,CUST_00473,CAMP_05,2023-01-21,Tablet,785,TRUE
SESS_002833,CUST_00663,NULL,2023-08-27,Mobile,985,FALSE
SESS_002834,CUST_00494,CAMP_10,2023-10-31,Desktop,131,FALSE
SESS_002835,CUST_00947,CAMP_10,2023-04-17,Mobile,283,TRUE
SESS_002836,NULL,CAMP_06,2023-12-23,Mobile,331,FALSE
SESS_002837,CUST_00917,CAMP_04,2023-09-12,Tablet,366,FALSE
SESS_002838,NULL,NULL,2023-04-28,Tablet,970,FALSE
SESS_002839,CUST_00008,CAMP_10,2023-06-09,Mobile,430,FALSE
SESS_002840,CUST_00012,NULL,2023-04-08,Mobile,407,TRUE
SESS_002841,CUST_00527,NULL,2023-05-24,Tablet,821,FALSE
SESS_002842,CUST_00499,CAMP_01,2023-05-18,Mobile,453,FALSE
SESS_002843,CUST_00381,CAMP_02,2023-09-02,Mobile,1175,FALSE
SESS_002844,CUST_00303,NULL,2023-12-28,Tablet,634,FALSE
SESS_002845,NULL,NULL,2023-12-23,Desktop,460,FALSE
SESS_002846,NULL,NULL,2024-01-01,Mobile,927,TRUE
SESS_002847,CUST_00543,NULL,2023-04-15,Tablet,276,FALSE
SESS_002848,CUST_00039,NULL,2023-08-22,Desktop,964,TRUE
SESS_002849,CUST_00694,NULL,2023-12-22,Tablet,51,TRUE
SESS_002850,CUST_00596,CAMP_07,2023-06-26,Tablet,170,FALSE
SESS_002851,CUST_00406,NULL,2023-11-29,Desktop,834,FALSE
SESS_002852,CUST_00229,CAMP_08,2023-08-02,Mobile,196,TRUE
SESS_002853,CUST_00439,NULL,2023-10-14,Desktop,738,FALSE
SESS_002854,NULL,CAMP_03,2023-06-08,Mobile,966,TRUE
SESS_002855,CUST_00778,NULL,2023-12-13,Mobile,609,FALSE
SESS_002856,NULL,CAMP_10,2023-06-22,Desktop,40,TRUE
SESS_002857,CUST_00329,CAMP_05,2023-08-01,Tablet,896,FALSE
SESS_002858,NULL,NULL,2023-09-09,Mobile,69,TRUE
SESS_002859,NULL,NULL,2023-08-28,Mobile,783,FALSE
SESS_002860,CUST_00360,CAMP_08,2023-04-15,Tablet,385,TRUE
SESS_002861,CUST_00463,NULL,2023-04-20,Desktop,138,TRUE
SESS_002862,CUST_00035,CAMP_05,2023-10-08,Desktop,887,TRUE
SESS_002863,CUST_00213,CAMP_03,2023-07-31,Tablet,628,TRUE
SESS_002864,CUST_00644,CAMP_08,2023-09-21,Tablet,748,FALSE
SESS_002865,CUST_00815,NULL,2023-11-12,Tablet,52,FALSE
SESS_002866,NULL,CAMP_06,2023-11-23,Desktop,120,TRUE
SESS_002867,CUST_00835,NULL,2023-05-20,Mobile,896,TRUE
SESS_002868,CUST_00812,NULL,2023-04-30,Desktop,907,FALSE
SESS_002869,CUST_00914,CAMP_06,2023-03-08,Desktop,1177,FALSE
SESS_002870,CUST_00090,CAMP_08,2023-10-05,Tablet,925,TRUE
SESS_002871,CUST_00456,NULL,2023-05-16,Tablet,93,TRUE
SESS_002872,CUST_00516,NULL,2023-03-22,Tablet,667,TRUE
SESS_002873,CUST_00661,CAMP_07,2023-05-24,Mobile,343,FALSE
SESS_002874,CUST_00542,NULL,2023-06-18,Mobile,234,TRUE
SESS_002875,CUST_00843,NULL,2023-08-20,Desktop,0,TRUE
SESS_002876,CUST_00430,CAMP_07,2023-08-07,Desktop,618,FALSE
SESS_002877,CUST_00452,NULL,2023-08-09,Tablet,1198,TRUE
SESS_002878,CUST_00191,NULL,2023-06-23,Desktop,491,FALSE
SESS_002879,CUST_00360,CAMP_07,2023-12-30,Desktop,148,TRUE
SESS_002880,NULL,CAMP_02,2023-06-10,Desktop,458,TRUE
SESS_002881,CUST_00733,CAMP_01,2023-02-21,Mobile,1060,TRUE
SESS_002882,NULL,NULL,2023-09-04,Mobile,277,TRUE
SESS_002883,NULL,CAMP_06,2023-08-27,Desktop,1114,TRUE
SESS_002884,CUST_00937,CAMP_02,2023-11-03,Tablet,1168,FALSE
SESS_002885,CUST_00742,NULL,2023-07-02,Tablet,252,FALSE
SESS_002886,CUST_00228,CAMP_10,2023-07-30,Desktop,902,FALSE
SESS_002887,CUST_00495,NULL,2023-01-06,Tablet,642,FALSE
SESS_002888,CUST_00770,CAMP_09,2023-07-07,Desktop,1009,TRUE
SESS_002889,CUST_00158,CAMP_04,2023-04-17,Mobile,157,TRUE
SESS_002890,NULL,NULL,2023-10-16,Tablet,89,FALSE
SESS_002891,CUST_00693,NULL,2023-08-30,Mobile,748,FALSE
SESS_002892,CUST_00262,CAMP_07,2023-07-24,Desktop,144,FALSE
SESS_002893,CUST_00808,CAMP_03,2023-01-17,Tablet,475,TRUE
SESS_002894,CUST_00380,CAMP_07,2023-06-12,Mobile,196,FALSE
SESS_002895,NULL,CAMP_09,2023-02-11,Desktop,274,FALSE
SESS_002896,CUST_00630,CAMP_04,2023-04-11,Desktop,377,FALSE
SESS_002897,CUST_00508,CAMP_03,2023-01-31,Mobile,313,FALSE
SESS_002898,CUST_00441,CAMP_09,2023-12-25,Desktop,220,FALSE
SESS_002899,CUST_00111,CAMP_07,2023-10-08,Desktop,595,TRUE
SESS_002900,NULL,CAMP_04,2023-08-05,Desktop,1067,TRUE
SESS_002901,CUST_00912,CAMP_01,2023-05-10,Tablet,838,FALSE
SESS_002902,NULL,CAMP_02,2023-05-12,Desktop,1135,TRUE
SESS_002903,CUST_00288,CAMP_06,2023-01-16,Mobile,28,FALSE
SESS_002904,CUST_00931,CAMP_01,2023-07-31,Mobile,940,TRUE
SESS_002905,CUST_00701,CAMP_09,2023-06-28,Desktop,88,TRUE
SESS_002906,NULL,NULL,2023-11-13,Tablet,37,FALSE
SESS_002907,CUST_00442,NULL,2023-04-08,Tablet,1097,FALSE
SESS_002908,CUST_00900,CAMP_06,2023-04-10,Desktop,201,TRUE
SESS_002909,CUST_00538,CAMP_07,2023-03-05,Mobile,606,TRUE
SESS_002910,CUST_00929,NULL,2023-12-18,Mobile,270,FALSE
SESS_002911,NULL,CAMP_07,2023-03-12,Tablet,0,FALSE
SESS_002912,CUST_00535,NULL,2023-07-24,Desktop,0,FALSE
SESS_002913,CUST_00162,CAMP_08,2023-12-17,Tablet,96,FALSE
SESS_002914,CUST_00212,NULL,2023-03-17,Tablet,308,TRUE
SESS_002915,NULL,CAMP_07,2023-01-18,Desktop,1072,TRUE
SESS_002916,CUST_00400,CAMP_08,2023-04-03,Desktop,746,FALSE
SESS_002917,NULL,NULL,2023-04-27,Tablet,412,TRUE
SESS_002918,CUST_00381,CAMP_01,2023-06-18,Desktop,475,FALSE
SESS_002919,NULL,CAMP_02,2023-01-04,Desktop,179,TRUE
SESS_002920,NULL,NULL,2023-04-26,Tablet,228,FALSE
SESS_002921,CUST_00077,NULL,2023-01-16,Desktop,999,FALSE
SESS_002922,CUST_00651,NULL,2023-09-04,Desktop,1119,TRUE
SESS_002923,CUST_00099,CAMP_07,2023-09-29,Mobile,472,TRUE
SESS_002924,CUST_00923,CAMP_02,2023-09-15,Desktop,36,TRUE
SESS_002925,CUST_00883,NULL,2023-07-29,Tablet,953,FALSE
SESS_002926,CUST_00696,NULL,2023-09-16,Mobile,929,TRUE
